timestamp,can_id,message_name,signal_name,raw_value,physical_value,state,unit
2025-08-27T13-59-16.797+05:30,0x18de1e00,Unknown_18DE1E00,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.809+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_direction,0,0.000,N/A,
2025-08-27T13-59-16.809+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_op_mode,0,0.000,N/A,
2025-08-27T13-59-16.809+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_enable,0,0.000,N/A,
2025-08-27T13-59-16.809+05:30,0x21,HEPU_RX_MSG1,VCU_speed_req,0,0.000,N/A,rpm
2025-08-27T13-59-16.809+05:30,0x21,HEPU_RX_MSG1,VCU_torque_req,0.0,0.000,N/A,Nm
2025-08-27T13-59-16.817+05:30,0x23,HEPU_RX_MSG2,VCU_phase_current_set,0.0,0.000,N/A,
2025-08-27T13-59-16.817+05:30,0x23,HEPU_RX_MSG2,VCU_bus_current_set,-400.0,-400.000,N/A,
2025-08-27T13-59-16.817+05:30,0x23,HEPU_RX_MSG2,VCU_regen_current_set,0,0.000,N/A,
2025-08-27T13-59-16.817+05:30,0x23,HEPU_RX_MSG2,VCU_rpm_set,0.0,0.000,N/A,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,DCDC_enable,0,0.000,N/A,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,quick_charge_contactor,0,N/A,0,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,slow_charge_contactor,0,N/A,0,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,HCM_adhesion_detection,UNACTIVATED,N/A,UNACTIVATED,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,HCM_shutsdown_hibernation,UNACTIVATED,N/A,UNACTIVATED,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,AC_contactor,0,N/A,0,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,PTC_contactor,0,N/A,0,
2025-08-27T13-59-16.825+05:30,0x111,Control_Command_2,main_positive_contactor,CLOSED,N/A,CLOSED,
2025-08-27T13-59-16.832+05:30,0x49,EVCU_TX_MSG,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.840+05:30,0x131,Control_Command_4,OBC_instruct,0,N/A,0,
2025-08-27T13-59-16.840+05:30,0x131,Control_Command_4,charging_voltage,0.0,0.000,N/A,
2025-08-27T13-59-16.840+05:30,0x131,Control_Command_4,charging_current,0.0,0.000,N/A,A
2025-08-27T13-59-16.848+05:30,0x18de1e00,Unknown_18DE1E00,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.856+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_direction,0,0.000,N/A,
2025-08-27T13-59-16.856+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_op_mode,0,0.000,N/A,
2025-08-27T13-59-16.856+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_enable,0,0.000,N/A,
2025-08-27T13-59-16.856+05:30,0x21,HEPU_RX_MSG1,VCU_speed_req,0,0.000,N/A,rpm
2025-08-27T13-59-16.856+05:30,0x21,HEPU_RX_MSG1,VCU_torque_req,0.0,0.000,N/A,Nm
2025-08-27T13-59-16.864+05:30,0x26,HEPU_RX_MSG3,VCU_battery_current,0.0,0.000,N/A,
2025-08-27T13-59-16.864+05:30,0x26,HEPU_RX_MSG3,VCU_battery_voltage,0.0,0.000,N/A,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,PedalPosition,0.0,0.000,N/A,mm
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,BrakeFluidPressure,0.0,0.000,N/A,bar
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,BrakeApplied,No,N/A,No,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,DriverBrakeApplied,No,N/A,No,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,BrakeServoStatus,Brake Error,N/A,Brake Error,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,BrakeFluidPresent,No,N/A,No,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,HillHoldActive,No,N/A,No,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,PressureSensorFault,No,N/A,No,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,PWMinValid,No,N/A,No,
2025-08-27T13-59-16.871+05:30,0x22f,BrakeStatus,AnalogInValid,No,N/A,No,
2025-08-27T13-59-16.881+05:30,0x18de1e00,Unknown_18DE1E00,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.889+05:30,0x2096,Unknown_2096,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.896+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_direction,0,0.000,N/A,
2025-08-27T13-59-16.896+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_op_mode,0,0.000,N/A,
2025-08-27T13-59-16.896+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_enable,0,0.000,N/A,
2025-08-27T13-59-16.896+05:30,0x21,HEPU_RX_MSG1,VCU_speed_req,0,0.000,N/A,rpm
2025-08-27T13-59-16.896+05:30,0x21,HEPU_RX_MSG1,VCU_torque_req,0.0,0.000,N/A,Nm
2025-08-27T13-59-16.904+05:30,0x23,HEPU_RX_MSG2,VCU_phase_current_set,0.0,0.000,N/A,
2025-08-27T13-59-16.904+05:30,0x23,HEPU_RX_MSG2,VCU_bus_current_set,-400.0,-400.000,N/A,
2025-08-27T13-59-16.904+05:30,0x23,HEPU_RX_MSG2,VCU_regen_current_set,0,0.000,N/A,
2025-08-27T13-59-16.904+05:30,0x23,HEPU_RX_MSG2,VCU_rpm_set,0.0,0.000,N/A,
2025-08-27T13-59-16.911+05:30,0x42,RD_TX_MSG,RD_regen_profile,1,1.000,N/A,
2025-08-27T13-59-16.911+05:30,0x42,RD_TX_MSG,RD_firemode,0,0.000,N/A,
2025-08-27T13-59-16.911+05:30,0x42,RD_TX_MSG,RD_tripB_reset,0,0.000,N/A,
2025-08-27T13-59-16.911+05:30,0x42,RD_TX_MSG,RD_tripA_reset,0,0.000,N/A,
2025-08-27T13-59-16.922+05:30,0x49,EVCU_TX_MSG,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.929+05:30,0x314,EPS_RX_MSG,zeroPointSet,0,0.000,N/A,
2025-08-27T13-59-16.929+05:30,0x314,EPS_RX_MSG,mode,Manual_Mode,N/A,Manual_Mode,
2025-08-27T13-59-16.929+05:30,0x314,EPS_RX_MSG,setAngle,360,360.000,N/A,deg
2025-08-27T13-59-16.929+05:30,0x314,EPS_RX_MSG,setAngularVelocity,450,450.000,N/A,deg/s
2025-08-27T13-59-16.929+05:30,0x314,EPS_RX_MSG,carSpeed,0.003125,0.003,N/A,km/h
2025-08-27T13-59-16.937+05:30,0x18de1e00,Unknown_18DE1E00,N/A,N/A,N/A,N/A,
2025-08-27T13-59-16.944+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_direction,0,0.000,N/A,
2025-08-27T13-59-16.944+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_op_mode,0,0.000,N/A,
2025-08-27T13-59-16.944+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_enable,0,0.000,N/A,
2025-08-27T13-59-16.944+05:30,0x21,HEPU_RX_MSG1,VCU_speed_req,0,0.000,N/A,rpm
2025-08-27T13-59-16.944+05:30,0x21,HEPU_RX_MSG1,VCU_torque_req,0.0,0.000,N/A,Nm
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,charging_wake_up_state,UNACTIVATED,N/A,UNACTIVATED,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,ON_file_status,UNACTIVATED,N/A,UNACTIVATED,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,fault_grade,NORMAL_GRADE,N/A,NORMAL_GRADE,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,HCM_running_state,INITIALIZATION,N/A,INITIALIZATION,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,AC_contactor_status,DISCONNECT,N/A,DISCONNECT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,PTC_contactor_status,DISCONNECT,N/A,DISCONNECT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,pre_charge_contactor_status,DISCONNECT,N/A,DISCONNECT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,main_positive_contactor,DISCONNECT,N/A,DISCONNECT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,HCM_pre_charge_state,OPEN_CIRCUIT,N/A,OPEN_CIRCUIT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,BMS_communication_failure,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,VCU_communication_failure,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,low_voltage_power_supply_failure,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,high_voltage_interlock_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,self_inspection_fault,NO,N/A,NO,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,quick_charge_contactor_state,DISCONNECT,N/A,DISCONNECT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,slow_charge_contactor_state,DISCONNECT,N/A,DISCONNECT,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,AC_contactor_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,PTC_contactor_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,pre_charge_contactor_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,main_positive_contactor_is_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,open_cover_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,slow_charge_contactor_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,fast_charge_contactor_fault,NORMAL,N/A,NORMAL,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,version_number,1.5,1.500,N/A,
2025-08-27T13-59-16.955+05:30,0x160,HCM_State_1,heart_number,0,0.000,N/A,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,PedalPosition,0.0,0.000,N/A,mm
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,BrakeFluidPressure,0.0,0.000,N/A,bar
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,BrakeApplied,No,N/A,No,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,DriverBrakeApplied,No,N/A,No,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,BrakeServoStatus,Brake Error,N/A,Brake Error,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,BrakeFluidPresent,No,N/A,No,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,HillHoldActive,No,N/A,No,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,PressureSensorFault,No,N/A,No,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,PWMinValid,No,N/A,No,
2025-08-27T13-59-16.962+05:30,0x22f,BrakeStatus,AnalogInValid,No,N/A,No,
2025-08-27T13-59-16.969+05:30,0x26,HEPU_RX_MSG3,VCU_battery_current,0.0,0.000,N/A,
2025-08-27T13-59-16.969+05:30,0x26,HEPU_RX_MSG3,VCU_battery_voltage,0.0,0.000,N/A,
2025-08-27T13-59-16.976+05:30,0x161,HCM_State_2,main_positive_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-16.976+05:30,0x161,HCM_State_2,main_positive_precharg_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-16.976+05:30,0x161,HCM_State_2,copositive_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-16.976+05:30,0x161,HCM_State_2,busbar_voltage,0.0,0.000,N/A,V
2025-08-27T13-59-16.984+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_direction,0,0.000,N/A,
2025-08-27T13-59-16.984+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_op_mode,0,0.000,N/A,
2025-08-27T13-59-16.984+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_enable,0,0.000,N/A,
2025-08-27T13-59-16.984+05:30,0x21,HEPU_RX_MSG1,VCU_speed_req,0,0.000,N/A,rpm
2025-08-27T13-59-16.984+05:30,0x21,HEPU_RX_MSG1,VCU_torque_req,0.0,0.000,N/A,Nm
2025-08-27T13-59-16.991+05:30,0x23,HEPU_RX_MSG2,VCU_phase_current_set,0.0,0.000,N/A,
2025-08-27T13-59-16.991+05:30,0x23,HEPU_RX_MSG2,VCU_bus_current_set,-400.0,-400.000,N/A,
2025-08-27T13-59-16.991+05:30,0x23,HEPU_RX_MSG2,VCU_regen_current_set,0,0.000,N/A,
2025-08-27T13-59-16.991+05:30,0x23,HEPU_RX_MSG2,VCU_rpm_set,0.0,0.000,N/A,
2025-08-27T13-59-16.999+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.006+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.013+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.020+05:30,0x31,BMS_RX_MSG,EVCU_state_BMS,POWER_ON,N/A,POWER_ON,
2025-08-27T13-59-17.020+05:30,0x31,BMS_RX_MSG,L2_charger_connected_BMS,not connected,N/A,not connected,
2025-08-27T13-59-17.020+05:30,0x31,BMS_RX_MSG,fireMode_BMS,fire_modeOFF,N/A,fire_modeOFF,
2025-08-27T13-59-17.020+05:30,0x31,BMS_RX_MSG,GBT_connected_BMS,not connected,N/A,not connected,
2025-08-27T13-59-17.020+05:30,0x31,BMS_RX_MSG,contactor_on,off,N/A,off,
2025-08-27T13-59-17.020+05:30,0x31,BMS_RX_MSG,contactor_on_inverse,off,N/A,off,
2025-08-27T13-59-17.028+05:30,0x41,RD_RX_MSG2,VCU_RD_dataID_1,4,4.000,N/A,
2025-08-27T13-59-17.028+05:30,0x41,RD_RX_MSG2,VCU_RD_tripB_pwr,1.8,1.800,N/A,
2025-08-27T13-59-17.028+05:30,0x41,RD_RX_MSG2,VCU_RD_C_trip_pwr,0.0,0.000,N/A,
2025-08-27T13-59-17.028+05:30,0x41,RD_RX_MSG2,VCU_RD_tripA_pwr,1.8,1.800,N/A,
2025-08-27T13-59-17.035+05:30,0x43,RD_RX_MSG3,VCU_RD_throttle_in,509,509.000,N/A,
2025-08-27T13-59-17.035+05:30,0x43,RD_RX_MSG3,VCU_RD_throttle_out,0,0.000,N/A,
2025-08-27T13-59-17.035+05:30,0x43,RD_RX_MSG3,zero_30_time,0,0.000,N/A,
2025-08-27T13-59-17.043+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.049+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.057+05:30,0x162,HCM_State_3,slow_charge_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-17.057+05:30,0x162,HCM_State_3,fast_charge_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-17.057+05:30,0x162,HCM_State_3,upper_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-17.057+05:30,0x162,HCM_State_3,PTC_contactor,0.0,0.000,N/A,V
2025-08-27T13-59-17.064+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.071+05:30,0x4,Unknown_4,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.079+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_direction,0,0.000,N/A,
2025-08-27T13-59-17.079+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_op_mode,0,0.000,N/A,
2025-08-27T13-59-17.079+05:30,0x21,HEPU_RX_MSG1,VCU_HEPU_enable,0,0.000,N/A,
2025-08-27T13-59-17.079+05:30,0x21,HEPU_RX_MSG1,VCU_speed_req,0,0.000,N/A,rpm
2025-08-27T13-59-17.079+05:30,0x21,HEPU_RX_MSG1,VCU_torque_req,0.0,0.000,N/A,Nm
2025-08-27T13-59-17.086+05:30,0x49,EVCU_TX_MSG,N/A,N/A,N/A,N/A,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,DCDC_enable,0,0.000,N/A,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,quick_charge_contactor,0,N/A,0,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,slow_charge_contactor,0,N/A,0,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,HCM_adhesion_detection,UNACTIVATED,N/A,UNACTIVATED,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,HCM_shutsdown_hibernation,UNACTIVATED,N/A,UNACTIVATED,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,AC_contactor,0,N/A,0,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,PTC_contactor,0,N/A,0,
2025-08-27T13-59-17.094+05:30,0x111,Control_Command_2,main_positive_contactor,CLOSED,N/A,CLOSED,
2025-08-27T13-59-17.101+05:30,0x131,Control_Command_4,OBC_instruct,0,N/A,0,
2025-08-27T13-59-17.101+05:30,0x131,Control_Command_4,charging_voltage,0.0,0.000,N/A,
2025-08-27T13-59-17.101+05:30,0x131,Control_Command_4,charging_current,0.0,0.000,N/A,A
2025-08-27T13-59-17.108+05:30,0x18de1e00,Unknown_18DE1E00,N/A,N/A,N/A,N/A,
